text_content_anonymous,preconceito,id,rotulo_chatgpt
"Tradução
PFIZER adicionou um medicamento anti-ataque cardíaco às vacinas COVID das crianças; Eles sabiam que essas injeções causavam doenças cardíacas em crianças.

Cobrir; A Pfizer adicionou o perigoso medicamento para ataques cardíacos Trometamina a injeções de covid para crianças de 5 a 11 anos, depois que milhares de doenças cardíacas foram observadas em crianças de 12 a 17 anos.

Este medicamento é perigoso quando administrado por via intramuscular, como injeções de COVID.

Efeitos colaterais (mas não exclusivos).
-depressão respiratória
-Inflamação dos tecidos
-pele dolorida
-Dificuldade para respirar
-Distúrbios cardiovasculares
-Espasmo",0,1425,0
"Apenas em setembro, mais de 18 mil nicaraguenses cruzaram a fronteira dos Estados Unidos ilegalmente fugindo da ditadura de Daniel Ortega, que prende cristãos e censura a mídia e que Lula não condena…",0,1334,0
"Você quer comparar Bolsonaro a quem?
Ao LULADRÃO
Não sujeito caia fora !
O pilantra comunista a gente viu baixando para o presídio 
Agora quanto ao Bolsonaro não vi nada  a respeito 
Podemos até acreditar em implantação de banheiro unissex
Pior é você acreditar na inocência de um bandido e condenado",1,1806,1
"Vdd
Acho q o Lula não ganhou no primeiro turno porque o tal algoritmo  (óbvio até para estudantes) não conseguiu esconder  / reverter a quantidade enorme de excesso  votos que o capitão teve  !!!!!",0,63,1
Bom dia eu sou nordestina com muito orgulho trabalho honestamente para sustentar meu filho e voltei bolsonaro e vou voltar de novo a gente não tem que botar a culpa no um ou no outro,0,1050,0
"Estou achando que essa censura toda será a ""facada do adelio"" dessa eleiçao! Muita gente ficando altamente engajada e animada depois disso! Vamos aproveitar a onda e bater mais na petezada. Trazer a verdade que eles querem apagar e nos silenciar.
Se as figuras públicas estão sendo impedidas de relembrar o passado imundo do Petê, nós nāo! Vamos pra cima, postar e repostar o que temos guardado ou salvo em nossos celulares. Vasculhem e tragam de volta as safadezas. POSTEM MUITO!!! :thumbs_up::Brazil:
Padre Kelmon apoio",1,2846,1
":orange_square:  TWITTER  :orange_square:

:speaking_head: Canhota de DIREITA :Brazil: 22 :Brazil:
:newspaper: #[USER]
respondeu para #[USER]

Como bem disse a #[USER] a fé de cada é particular e deve ser respeitada,mas vc a esconde fico imaginando o que pensam os líderes de sua crença,se até eles vc trai quando não assume!

:watch: 04/10/2022 - 21:20:25
via Twitter for iPhone
Ver no Twitter :window:",0,636,0
"Que vagabundo canalha,e eu achando que ele era de direita e não podia se pronunciar.",1,2616,1
"FICO PENSANDO: OS GENERAIS QUE ACOMPANHAM BOLSONARO E O PRÓPRIO BOLSONARO SÃO SUICIDAS? OU IGNORAMQUE SUAS MULHERES E FILHAS SERÃO ESTUPRADAS E SEUS FILHOS MORTOS NOS PRÓXIMOS ANOS CASO O QUADRILHEIRO GANHE? ISSO ESTÁ CLARÍSSIMO. A PRESIDENTE DA BOLÍVIA QUE FOI PRESA POR “ATOS ANTI DEMOCRÁTICOS”  DA BOLÍVIA ESTAVA SENDO ESTUPRADA TODOS OS DIAS.  
NÃO É POSSÍVEL QUE DEIXEM UM GRUPO INEXPRESSIVO DA POPULAÇÃO JOGAR SUAS GARRAS NA AVASSALADORA MAIORIA PROBA E ORDEIRA, POIS É FATO QUE NÃO SÃO NEM DOIS EM CADA DEZ PESSOAS E QUE TODOS ESSES NÚMEROS SÃO FALSOS. 
VÃO MORRER E MATAR MILHÕES GARANTINDO A FARSA?",0,1165,1
"Exato! Já imagino a resposta do TSE diante desse relatório raso: Reconhecemos assim como no relatório apresentado que  não é possível afirmar que 
o sistema eletrônico de votação está isento da influência de um eventual código malicioso que possa alterar 
o seu funcionamento,  entretanto sugerir ou afirmar o uso de  tal código malicioso nessa eleição não condiz com a realidade dos fatos sendo tais dizeres de caráter meramente especulativo.

O relatório é claro e objetivo e o seu conteúdo não faz menção de nenhuma evidência que  comprove a existência de  fraudes nas urnas ou que  anule essa eleições. 

O TSE preza pela democracia e pela transparência e diante do resultado do relatório apresentado e da situação que vem se configurando em todo o País o TSE decide dar continuidade a transição para o novo governo.

Assinado: Xandão o Deus da canetada.",0,1197,0
"░▒▓█►─═🅼:A_button_(blood_type):🆃🆁🅸🆇═─◄█▓▒░:
:black_small_square:Promotor afirma que  o presidiário  foi “eleito” pelo STF  e não pelo povo.

:black_small_square:Essa é a mais clara verdade, queiram ou não essa foi a maior manobra política da história e a mais suja de todas.

""E conhecereis a verdade, e a verdade vos libertará.""
João 8:32

""And ye shall know the truth, and the truth shall make you free.""
John 8:32

Se inscreva em nosso CANAL e compartilhe a nossa RED PILL.

Canal [USER]
Grupo [USER]

Eric de Paula:
:backhand_index_pointing_up_light_skin_tone:BH/MG , não temos a data.
A nossa solidariedade sempre foi uma marca! Deus abençoe!
Ajuda humanitária nunca foi atos antidemocráticos,  só um ditador assassino maldito diria que são. 
:folded_hands_light_skin_tone::Brazil:",0,1210,1
":Brazil: Grupos de direita estaduais

:star: Forme sua lista de candidatos e troque informações sobre eles com pessoas de sua região!

Clique na sigla do seu estado :right_arrow_curving_down:

:Brazil: SUDESTE
RJ - SP - ES - MG

:Brazil: SUL
PR - SC - RS

:Brazil: CENTRO OESTE
GO - DF - MT - MS

:Brazil: NORTE
AC - AM - PA
TO - RR - AP - RO

:Brazil: NORDESTE
BA - SE - AL - PB
PE - RN - CE - PI - MA

Deus, pátria, família e liberdade :military_medal:

Compartilhe!",0,1432,0
Pessoal fiquem atentos aos canalhas que são do lado do ladrao se passando por nós. Se verem algo esquisito fiquei juntos e botem pra fora da manifestação e tirem fotos e vídeos e postem em todo canto!!! Pra eles serem reconhecidos como infiltradores!!,1,2245,1
":face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: quem ele pensa que é??? NÓS O POVO só ouvimos o Capitão, e nossos joelhos só se dobram para o Todo Poderoso.  Satanás não tem lugar aqui não :face_with_steam_from_nose:",0,798,1
Perfeito o trabalho feito por vocês aumentou significativamente a aceitação do presidente ao eleitorado baiano.,0,1101,0
"é mesmo, nunca exclui ninguém da minha rede por ser de esquerda",0,351,1
"Seu merda, aqui estamos falando de Bolsonaro, não de Romário que é outro merda. Vc é conservador de comunista. Babaca. Vai procurar sua turma, aqui não é seu lugar.",1,2735,1
Subversão uma ova!!!! É o povo pedindo Lulaladrao e sua quadrilha Nãoooooo!!!!! :prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark::cross_mark:,1,1839,1
"Bols9baro tem votos até 2017, o problema é a fraude que a direita aceitou de bom grato",0,930,1
"O Messias retornará quando os judeus se converterem ao Cristianismo, o sionismo é uma seita satânica.",1,2071,1
"e outra coisa, Romanos 13 diz o seguinte:

Toda a alma esteja sujeita às potestades superiores; porque não há potestade que não venha de Deus; e as potestades que há foram ordenadas por Deus. Por isso quem resiste à potestade resiste à ordenação de Deus; e os que resistem trarão sobre si mesmos a condenação. Porque os magistrados não são terror para as boas obras, mas para as más. Queres tu, pois, não temer a potestade? Faze o bem, e terás louvor dela. Porque ela é ministro de Deus para teu bem. Mas, se fizeres o mal, teme, pois não traz debalde a espada; porque é ministro de Deus, e vingador para castigar o que faz o mal. Portanto é necessário que lhe estejais sujeitos, não somente pelo castigo, mas também pela consciência.

Romanos 13:1-5",0,1191,1
Amei meus candidatos. Glória a DEUS ALELUIA ALELUIA aleluia! Viva CRISTO REI NOSSO SALVADOR LIBERTADOR E REDENTOR ALELUIA ALELUIA ALELUIA,0,1304,0
"Valeu!
Estava precisando dessa informação pra enviar a uma pessoa que me disse que não votaria no PR e uma das razões era a tal Fakenews do MEC que a esquerda está espalhando.",0,1074,0
"sabemos q Bolsonaro tem todos os votos que precisa,  pelo que todos os brasileiro vimos nas ruas nos últimos meses, se não for voto em cédulas de papel igual era antes deste lixos de urnas a luladrão fica muito difícil pelo oque estamos vendo hoje, esperamos q as atitude cabíveis não seja tomadas quando os votos do Bolsonaro for para o ladrão no segundo turno isto e obvio q acusara um guerra civil e é isto que n queremos sendo q pode ser evitado , também sabemos q Bolsonaro sabe oque esta fazendo eu sou 22",1,1624,1
"Bonoro vai levar de todo jeito, Brasil é abençoado por Deus!",0,405,0
"[USER]
Expulsa esse esquerdopata
Eles acham que acreditamos nas mentiras deles !",1,1601,1
"Aviso aos lulistas infiltrados no grupo: TODOS serão banidos e denunciados sem segunda chance. Este é o meu canal e somos defensores incondicionais de Deus, pátria, família, vida e liberdade! Sou católico e absolutamente anticomunista. Quem estiver contra será excluído. :oncoming_fist:",1,2761,1
"Nao sei o q está Petezada vem fazer num canal de direita, nos de direita não invadimos seus canais mesmo pq lá s o da M*",1,1733,1
"RAPAZ :eyes::fire:... o buraco é bem mais embaixo.. 

Alexandre de Moraes usou um perfil famoso da esquerdalha que é lado a lado com o Janones, como justificativa para desconsiderar a provas que o Bolsonaro apresentou sobre as inserções...

VAI VENDO...",1,2352,0
"Esse idiota , jumento petista ainda acredita que os cristãos vão cair nesta baboseira. Cristão convertido não vota em bandido ....",1,1894,1
"A menina saiu de Cuba uma ditadura esquerdista socialista comunista, para ser perseguida pela ditadura do Brasil que nem foi instaurado ainda.",1,2891,1
":orange_square:  TWITTER  :orange_square:

:speaking_head: Leandro Ruschel :Brazil::United_States::Italy::Germany:
:newspaper: #[USER]

A campanha do Lula já está dando uma amostra do que o ex-presidiário buscará, caso chegue ao poder: total censura das redes sociais.

Com conivência da justiça eleitoral, aparelhada pela esquerda, estamos observando a maior onda de censura já vista numa campanha.

:watch: 05/10/2022 - 07:46:18
via Twitter for Android
Ver no Twitter :window:",0,322,1
"Só dei o papo pra vc parar de perde tempo,mas se o seu QI negativo manda vc continuar? Apenas continue pq já virou uma diversão ver vcs se humilhando no grupo da direita",1,2441,1
"Como que a Venezuela e comunista e existe estado lá? Como a Venezuela e socialista e existe milhares de empresas privada lá? Explica esse fenômeno pra mim?:face_with_tears_of_joy:

Responde corre não??",1,1774,0
":baguette_bread::open_book::latin_cross:
Pão Nosso de Cada Dia

Agradeço a meu Deus toda vez que me lembro de vocês. - Filipenses 1:3 NVI

A gratidão é um dos sentimentos mais nobres que podemos ter, pois tudo que somos hoje é fruto das experiências vividas e das pessoas que nos apoiaram nessa caminhada. Assim como Paulo, devemos também semear o Evangelho, e vemos a gratidão do apóstolo por saber que eles estavam firmados na Palavra de Deus. Como é bom poder ver aqueles que ajudamos ou convivemos nessa vida, caminhando com Cristo e fazendo o que é bom. Nosso Pai Celestial tem prazer quando nos vê progredindo, assim também devemos ter alegria com aqueles que semeamos para Cristo, sendo instrumentos nas mãos do Senhor. Só tem gratidão quem entende a dimensão do perdão e do amor de Deus, e da alegria de ver o sucesso do seu próximo.

Que nossa alegria seja poder ver os nossos amigos e familiares servindo ao Senhor em todas as coisas.
:baguette_bread::open_book::latin_cross:",0,1312,0
Não o TARCÍSIO É 10. Votem só nos CANDIDATOS que o presidente indicou. Esse ELEICAO é sobre LUBERDADE! SERMOS LIVRES. NAO É POR VACINAS OU PASSAPORTES DE VACINA.  NAO CAIAM NESSA VCS ENFRAQUECERAO OS CANDIDATOS Q O ORESIDENTE PEDIU PULVERIZANDO VOTOS EM TODAS AS DIREÇÕES. E FORTALECERAO A ESQUERDA !,0,259,0
"Chorume de lixão tu ja era ladrão!!! O inferno lhe espera. Volta pro limbo satanás! 
Dia 30 BOLSONARO 22",1,2829,1
SATANISTA DO LULA É BOIOLA. QUEM DIRIA...,1,2070,1
"OREM O SALMO 91 TODOS OS DIAS E SE POSSÍVEL VARIAS VEZES POR DIA  PEDINDO A JESUS QUE TENHA MISERICÓRDIA DO NOSSO BRASIL E DE TODOS NÓS PARA QUE O MAL NÃO TRIUNFE .SE VOCÊ ANULAR O VOTO, VOTAR EM BRANCO OU NÃO IR VOTAR JÁ ESTÁ DANDO OPORTUNIDADE PRA ESQUERDA PENSEM BEM ATÉ DIA 30 ,E QUE DEUS NÃO NOS DESAMPARE .DEUS ABENÇOE A TODOS",0,1073,0
0,0,78,0
":warning::warning::warning::warning::warning::warning::warning::warning::warning::warning:
Meu posicionamento é simples. A eleição nunca será justa pois mesmo que fosse limpa, às decisões do TSE já maculam o pleito desde o início. Deixam todo tipo de fake contra o presidente, e censuram toda verdade contra o Luladrão se essa verdade pode prejudicar o candidato. As provas de fraude eram necessárias e já foram coletadas, então, não existe motivos para o Bolsonaro aceitar uma derrota. E se ele aceitar a derrota e entregar o poder ao Ladrão, eu  nunca irei perdoar o presidente Bolsonaro a quem estimo tanto",1,1803,1
"Gente, eu já fui convidada p reuniões abertas da Maconaria e dos De Moley. Quer dizer q sou uma Estrela do Oriente? Claro q não. Vão catar coquinho.",0,1150,0
"satanista e viado, se cai aq na noroeste em Goiânia ele tá fudido",1,1696,1
"QUERIDOS PATRÍOTAS, ESSA É A NOSSA SEGUNDA E ÚLTIMA OPORTUNIDADE DE COMPROVAR QUE NOSSO PRESIDENTE BOLSONARO REELEITO NO SEGUNDO TURNO.

NO PRIMEIRO TURNO, A MAIORIA DERAM OUVIDO AS MENTIRAS DOS CANALHAS DA ESQUERDA E NÃO CONSEGUIMOS JUNTAR O SUFICIENTE PARA COMPROVAÇÃO.
OU VOCÊ ACREDITA NAQUEJÁ VENCEMOS, OU ACREDITA NESSAS MENTIRAS DO PT E GUARDA SEU COMPROVANTE QUE SÓ SEVIRIA PARA COMPROVAR A VITORIA DO BOLSONARO! 

SE ACREDITA NA VITORIA DO BOLSONARO, AJUDE A QUEM AINDA NÃO USA O TELEGRAM!",1,2194,1
"Queridos irmãos,  tenho pra mim que essa guerra é mais que tudo espiritual.  Precisamos nos arrepender dos nossos pecados e iniquidades para que Deus possa intervir e dar a vitória sobre o inimigo. 
 Para sarar nossa terra, nós precisamos sarar o nosso eu,  nossa casa, nossa família, a nossa vida tem que estar em retidão. Foi isso que Deus falou comigo nessa manhã. Para que não pereçamos, precisamos nos derramar em Deus. Levítico 26. Jesus nos guarde.",0,817,0
"Amigo quem faz hospitais de campanhas é os GOVERNADORES.O presidente ou seja o governo federal só manda o dinheiro.E o dinheiro foi enviado.Voces vão estudar  burrece.Voces nem sabem qual é a obrigações de cada parlamentar,.nao querem ser chamados de burro.Eu se você passava para o lado da direita e assistir as live do presidente Bolsonaro,para não fica falando besteira.",1,1611,0
